"Date,Open,High,Low,Close,Volume"
"2005-01-03,12.555235945509795,12.63553010880295,12.270552335878591,12.277852058410645,33196000"
"2005-01-04,12.343547390615145,12.387344330766197,11.81797993196365,12.044265747070312,48021000"
"2005-01-05,11.978570986334432,12.088064045151938,11.75958486869942,11.839879035949707,37914800"
"2005-01-06,11.89827431737195,11.94937237285004,11.715785438932015,11.752284049987793,36949300"
"2005-01-07,11.817984834849005,11.971274885112395,11.715790075726542,11.788785934448242,38288700"
"2005-01-10,11.759584974396141,11.942073871492147,11.723086359609063,11.80338191986084,34517800"
"2005-01-11,11.730389525926922,11.883680968470516,11.679292842505792,11.788785934448242,42774000"
"2005-01-12,12.044266756022427,12.234055368948471,11.883677033829501,12.066165924072266,60368200"
"2005-01-13,12.022369919968725,12.044269092266376,11.759586813796957,11.861780166625977,42228900"
"2005-01-14,11.912874532282878,12.226755646265191,11.890976756512782,12.066165924072266,44824900"
"2005-01-18,12.088063699842364,12.139160366345578,11.963971198786094,12.066165924072266,27221200"
"2005-01-19,12.073466207532494,12.08076453827502,11.671989794983173,11.686589241027832,30926000"
"2005-01-20,11.642787472404715,11.934770024549515,11.591690821638728,11.6135892868042,44608200"
"2005-01-21,11.701185651061857,11.73768286442407,11.336207252182234,11.3800048828125,59403400"
"2005-01-24,11.467602233505051,11.489500706069636,11.058826800840082,11.073426246643066,42847700"
"2005-01-25,11.146423642825559,11.482202589592863,11.124524471057265,11.423806190490723,42485200"
"2005-01-26,11.489499035614534,11.803380113344696,11.482199313774345,11.76688289642334,44581000"
"2005-01-27,11.774184984807794,12.05156893416943,11.68659107932098,12.029669761657715,50387000"
"2005-01-28,12.029668904982477,12.03696862863321,11.650092324963886,11.708489418029785,37629900"
"2005-01-31,11.88367856043711,11.971272459329517,11.591695880855927,11.606294631958008,39572700"
"2005-02-01,11.708488446666905,12.015068460883555,11.664690108396119,11.971271514892578,41142100"
"2005-02-02,12.036964227208975,12.080761160818703,11.73038290738204,11.869074821472168,36826700"
"2005-02-03,11.7960844039917,11.839881357650961,11.68659132370352,11.7960844039917,32263500"
"2005-02-04,11.78877764221845,12.263248301746401,11.77417820228732,12.255949974060059,45910500"
"2005-02-07,12.226756041316003,12.336249100543473,12.066166313934366,12.204856872558594,29504600"
"2005-02-08,12.234051733773226,12.540633033975967,12.234051733773226,12.314347267150879,43058500"
"2005-02-09,12.307046945671749,12.314346665829568,11.97856649996621,12.051562309265137,40401600"
"2005-02-10,12.131860930111324,12.277851193630537,12.022366492122394,12.16105842590332,33466300"
"2005-02-11,12.131866219968112,12.657433903903831,12.109967044365707,12.511442184448242,42720100"
"2005-02-14,12.511437715452281,12.5698341039197,12.38734521592405,12.504137992858887,32512000"
"2005-02-15,12.50413756188434,12.839917828208604,12.489539509480423,12.766921997070312,57781600"
"2005-02-16,12.737724201713405,12.964010019891637,12.55523532428072,12.774221420288086,58564700"
"2005-02-17,12.774221814411346,12.912913755377552,12.540636266855431,12.650129318237305,40687400"
"2005-02-18,12.591737908149323,12.774226863339893,12.547940948742053,12.701231002807617,26251000"
"2005-02-22,12.482240666008243,12.956711513394918,12.474940943152475,12.745023727416992,37235700"
"2005-02-23,12.81071811215024,12.88371393857802,12.489538703515342,12.591732025146484,25409100"
"2005-02-24,12.591733433814513,12.83991843606628,12.496839823438128,12.832618713378906,37928000"
"2005-02-25,12.781521266958064,13.12459985865262,12.774221544716095,13.080802917480469,31153600"
"2005-02-28,13.051601074870433,13.241389633372538,12.664725629555562,12.73772144317627,34809400"
"2005-03-01,12.876414356488928,13.000506845079382,12.715824650428175,12.898313522338867,31746200"
"2005-03-02,12.657428071585901,12.781520558259473,12.474939202494156,12.569832801818848,33562900"
"2005-03-03,12.613632903838583,12.620932626700709,12.255954837273109,12.482240676879883,45159400"
"2005-03-04,12.577134282300053,12.599033450873844,12.255954830229781,12.321649551391602,35932600"
"2005-03-07,12.314347371261244,12.620928674055945,12.2851484889573,12.518733978271484,30988200"
"2005-03-08,12.45304122234077,12.547936222977743,12.241354838030093,12.277852058410645,36888400"
"2005-03-09,12.263251749594732,12.372746187583662,12.124561208093422,12.16105842590332,27958700"
"2005-03-10,12.190259768198928,12.299752835952114,12.044268083008085,12.28515338897705,23667800"
"2005-03-11,12.321649867380016,12.35084875956054,11.971271514892578,11.971271514892578,34511600"
"2005-03-14,12.029667310655867,12.088063699842364,11.9055748095996,12.066165924072266,19279500"
"2005-03-15,12.095364907913314,12.095364907913314,11.774184031804669,11.825282096862793,25923200"
"2005-03-16,11.744982159341637,11.949370166679596,11.664686622123261,11.70118522644043,25912000"
"2005-03-17,11.723086359609063,11.86177831124037,11.679289414144364,11.80338191986084,19901100"
"2005-03-18,11.781482498371881,11.84717861130018,11.657390691456058,11.671989440917969,21614000"
"2005-03-21,11.708488410094823,11.803382024825503,11.555197011185502,11.686589241027832,22335200"
"2005-03-22,11.752287917479988,11.817984046720294,11.540600776672363,11.540600776672363,24814600"
"2005-03-23,11.540599277345182,11.971272531481713,11.540599277345182,11.83258056640625,36822700"
"2005-03-24,11.934775369009174,12.197558460949898,11.86907924795401,12.139162063598633,41920100"
"2005-03-28,12.182954882589005,12.26324902237009,11.993166329169462,12.007765769958496,21176300"
"2005-03-29,11.971271869329758,12.06616687944624,11.861778804970614,11.9055757522583,24854100"
"2005-03-30,11.956668158184206,12.182955321733033,11.934770388490636,12.146456718444824,31744600"
"2005-03-31,12.161061893293832,12.161061893293832,11.839880994328325,11.861780166625977,26441900"
"2005-04-01,12.007770092611329,12.022368146376184,11.642791599033755,11.686589241027832,28137200"
"2005-04-04,11.679282104838343,11.810674251282402,11.635484490643837,11.715779304504395,23996200"
"2005-04-05,11.774183791095632,11.810682408248121,11.64279225004638,11.693889617919922,25859900"
"2005-04-06,11.810680122218855,11.890975672132754,11.664688466426242,11.679287910461426,20568300"
"2005-04-07,11.686592567605983,11.817984834849005,11.6719931174056,11.788785934448242,18636300"
"2005-04-08,11.810681338517444,11.85447828285372,11.708488004306213,11.730385780334473,14771000"
"2005-04-11,11.752283738357733,11.788780956166079,11.664688466426242,11.679287910461426,11908800"
"2005-04-12,11.664690425575431,11.708488765037158,11.401906654064394,11.620893478393555,32627100"
"2005-04-13,11.555195169468238,11.569794613185977,11.26321325651141,11.277812004089355,41455100"
"2005-04-14,11.350805206575705,11.409201575668318,11.117219034065625,11.139118194580078,33039300"
"2005-04-15,11.01502625784357,11.080722350218727,10.460260029052984,10.584352493286133,71497800"
"2005-04-18,10.752241270967755,10.963928976972811,10.664646718210296,10.847135543823242,34288400"
"2005-04-19,10.985829193742513,11.000427940127944,10.737644239932584,10.949331283569336,40266500"
"2005-04-20,11.21941681117822,11.33620958874538,10.752245004769716,10.774144172668457,40096900"
"2005-04-21,10.963937473584485,11.095329056474068,10.825245468799718,11.044232368469238,30646400"
"2005-04-22,11.01503269281112,11.058829649220906,10.796045822341979,10.920138359069824,22672200"
"2005-04-25,10.985832365455062,11.058827510736064,10.86173985272343,10.942034721374512,20155200"
"2005-04-26,10.883635184485561,11.204815958641847,10.861736716837548,10.949331283569336,23331300"
"2005-04-27,10.847139863498395,11.036928484789216,10.766844998863002,10.898237228393555,21569100"
"2005-04-28,10.803342767681274,11.051527777284882,10.788743321874055,10.861739158630371,25479400"
"2005-04-29,10.898238335425988,10.934735561878583,10.562458700626328,10.854440689086914,29748800"
"2005-05-02,10.920134002645064,11.066124959336884,10.876336367567621,11.007728576660156,19872300"
"2005-05-03,10.971232265752665,11.168320608175357,10.971232265752665,11.015029907226562,22235000"
"2005-05-04,11.03692911236413,11.270514692687197,11.029629388944047,11.248616218566895,21209200"
"2005-05-05,11.219417870605593,11.387308026316818,11.10262508200992,11.292413711547852,30676900"
"2005-05-06,11.358106871687092,11.431101997482582,11.190216759691934,11.40920352935791,20756100"
"2005-05-09,11.401904916149386,11.467601023048514,11.30701061686618,11.44570255279541,15625200"
"2005-05-10,11.365410866651526,11.59169745668591,11.321613911251358,11.540600776672363,26296200"
"2005-05-11,11.540600935835668,11.562499413837768,11.365411023398684,11.496803283691406,19724300"
"2005-05-12,11.482200169409948,11.64279058116207,11.401905311603807,11.453001976013184,22552200"
"2005-05-13,11.496802668139983,11.920176932926317,11.467604466987135,11.7960844039917,34712900"
"2005-05-16,11.715639786762592,11.810709905152311,11.679073981070921,11.752204895019531,16360900"
"2005-05-17,11.74489177765422,11.810710089439269,11.642508357041692,11.730266571044922,29519100"
"2005-05-18,11.518182947046366,11.759516248237329,11.3061021460775,11.657132148742676,79048300"
"2005-05-19,11.562062734318143,11.708325244134777,11.401173624802516,11.496244430541992,35971400"
"2005-05-20,11.55474661555509,11.627877503904953,11.437736636247715,11.591312408447266,27465400"
"2005-05-23,11.591313395047106,11.766828378947203,11.554747599042614,11.722949981689453,34306100"
"2005-05-24,11.642508821149923,12.066670516856773,11.635195520118998,12.052043914794922,33810600"
"2005-05-25,11.978910349476724,12.052041953012365,11.86921364160792,11.993536949157715,20537600"
"2005-05-26,12.052043288087372,12.249498221046043,12.044729987436739,12.205619812011719,30204600"
"2005-05-27,12.176363945007324,12.198303842158388,11.956970552973349,12.176363945007324,17329200"
"2005-05-31,12.264121417022816,12.286059918013674,12.000848246179823,12.008161544799805,26809800"
"2005-06-01,12.008164312014346,12.293376049573652,12.000851011709054,12.154427528381348,25008800"
"2005-06-02,12.1251707254353,12.329938888549805,12.110544129169481,12.329938888549805,24800600"
"2005-06-03,12.337250709533691,12.381129098208564,12.220239348285988,12.337250709533691,20988100"
"2005-06-06,12.322627688050467,12.337254286806116,12.14711268759036,12.300687789916992,24709500"
"2005-06-07,12.344565042823254,12.461576427112927,12.110545063982107,12.125171661376953,25794400"
"2005-06-08,12.212929677527217,12.4103831600786,12.125171489272871,12.35187816619873,25448700"
"2005-06-09,12.30800600244884,12.746794376190842,12.30800600244884,12.724854469299316,35847100"
"2005-06-10,12.666342168262517,12.688282062548334,12.395757113082372,12.54201889038086,25501900"
"2005-06-13,12.417698860168457,12.578588670604875,12.366507154982088,12.417698860168457,20291100"
"2005-06-14,12.388447001786053,12.498143711695501,12.300688796936889,12.359193801879883,16471100"
"2005-06-15,12.403070387903501,12.446950181327587,12.073980306437704,12.344565391540527,23861700"
"2005-06-16,12.351875909179432,12.55664404777688,12.24949253731512,12.337250709533691,25943100"
"2005-06-17,12.512770311648588,12.527395516732327,12.249497091970435,12.359193801879883,27041900"
"2005-06-20,12.242184061439843,12.308002367808019,12.147113949391022,12.19099235534668,18206200"
"2005-06-21,12.18367991005982,12.308003231381633,12.147114801676128,12.205619812011719,18571500"
"2005-06-22,12.30068647091248,12.35919146479235,12.19830308033998,12.35187816619873,16706400"
"2005-06-23,12.38113126626528,12.629777837078038,12.315312974293134,12.366504669189453,35797100"
"2005-06-24,12.34456232052737,12.417693896505096,12.030098915100098,12.030098915100098,17534100"
"2005-06-27,12.044725204535741,12.059351800028859,11.85458364773198,11.869210243225098,17320200"
"2005-06-28,11.942343806781638,12.008162102549484,11.87652551101379,11.927717208862305,16418000"
"2005-06-29,11.971598084080268,12.066668189405831,11.781456478559862,11.847274780273438,16248100"
"2005-06-30,11.803395078563494,12.008163284990172,11.781456574393367,11.832648277282715,20274100"
"2005-07-01,11.883837293701449,11.964282177124575,11.774140613041075,11.80339241027832,13541600"
"2005-07-05,11.759516211532269,11.971597709273782,11.708324510662036,11.898466110229492,16758200"
"2005-07-06,11.876526527271785,11.913093025199062,11.774143122813951,11.788769721984863,16571900"
"2005-07-07,11.70832414723878,11.971597337678595,11.69369754891008,11.949657440185547,23667700"
"2005-07-08,11.9862227766306,12.227556074318827,11.90577927398067,12.183677673339844,20648300"
"2005-07-11,12.24949510709651,12.57858657836914,12.242181808304995,12.57858657836914,26473800"
"2005-07-12,12.534707773366174,12.710222773585942,12.439637671323094,12.50545597076416,25520700"
"2005-07-13,12.425011840673088,12.542021848052888,12.322628432933092,12.527395248413086,21077900"
"2005-07-14,12.62246681784748,12.797981829843877,12.527395314556104,12.717536926269531,22064400"
"2005-07-15,12.688283920288086,12.724849021249096,12.520082224076733,12.688283920288086,17208100"
"2005-07-18,12.615152979999754,12.637092878639645,12.476203078352306,12.593213081359863,11629700"
"2005-07-19,12.651720363207753,12.944246818320833,12.527397038245548,12.936933517456055,22366900"
"2005-07-20,12.688287353310523,13.514670854495888,12.666347449876204,13.4488525390625,58521100"
"2005-07-21,13.361091551538495,13.529293240845277,13.200201766228414,13.302586555480957,27314300"
"2005-07-22,13.361089531983188,13.48541280417239,13.1197562853652,13.383028030395508,14353100"
"2005-07-25,13.28796048166857,13.536607073434059,13.273333883360202,13.295273780822754,15347800"
"2005-07-26,13.25871113208824,13.3830344640436,13.18558090906593,13.353782653808594,14704800"
"2005-07-27,13.331840213418717,13.34646681318811,13.024688592608108,13.244083404541016,19421600"
"2005-07-28,13.22214686534501,13.514671960732574,13.178268449754297,13.368410110473633,14372100"
"2005-07-29,13.37571806435072,13.558546350228433,13.258706678109387,13.514666557312012,23232700"
"2005-08-01,13.573173302706698,13.595113201993167,13.192891479159716,13.339153289794922,22710000"
"2005-08-02,13.30989880428528,13.602423761494721,13.266019014552096,13.587797164916992,22433500"
"2005-08-03,13.478101825393372,13.521980224636456,13.375718428869789,13.463475227355957,11980700"
"2005-08-04,13.375719902517506,13.390345107297067,13.105133388490552,13.127073287963867,14456900"
"2005-08-05,13.090503962018463,13.23676713718386,12.988120576324095,13.053938865661621,16766300"
"2005-08-08,13.119758274118148,13.127071572987147,12.81991999483491,12.893050193786621,15551300"
"2005-08-09,12.980806688292581,13.097816665160915,12.914988401945525,13.00274658203125,12546800"
"2005-08-10,13.083197912642177,13.251401075737633,12.695602654980402,12.724854469299316,24320100"
"2005-08-11,12.710219733796102,13.03199785467682,12.59320976163382,13.010059356689453,22104600"
